image_path,food_name,MatchedRecipe,Ingredients,Instructions,PrepTimeInMins,CookTimeInMins,PackingTimeInMins,Diet,Course,Calories (kcal),Protein (g),Carbs (g),Fat (g)
organized_food/dal_makhani/56adca1ca0.jpg,dal_makhani,Creamy Dal Makhani Recipe,"1 cup Black Urad Dal (Whole),1/2 cup Rajma (Large Kidney Beans),3 tablespoons Fresh cream - full fat,4 tablespoons Butter,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin seeds (Jeera),4 cups Water,1 Onion - finely chopped,1/2 cup Homemade tomato puree,1 teaspoon Ginger - grated,1 teaspoon Garam masala powder,1/8 teaspoon Asafoetida (hing),1 Black cardamom (Badi Elaichi),2 Cloves (Laung),2 Green Chillies - chopped,1 teaspoon Coriander Powder (Dhania),Salt - as required","To begin making the Creamy Dal Makhani recipe, wash and soak black lentil and kidney beans together in enough water for at least 8 hours or for overnight.Drain the water and wash thoroughly at least for 5 to 6 times.The best way to make sure that it is purely washed, is that you can see clear water after washing them.In a pressure cooker, add lentil, kidney beans, asafoetida , turmeric, salt, water, black cardamom and cloves and pressure cook for 2 to 3 whistle on high flame then lower the heat and let it cook for another 15 to 18 minutes.When the cooker cools down completely, open it and check the cooked lentils should be very soft to touch.You should be able to mash the both lentil and kidney beans with spoon if they are cooked completely.If they are not cooked thoroughly, then pressure cook for 2 whistle more and add warm water if required.Now heat a thick bottomed pan add 3 tablespoons butter in it.Add cumin seeds and fry them until you see them into golden brown colour. Once cumin seeds are golden brown, then add chopped onions.After 3 minutes or until onion turns in light golden colour add tomato puree, green chillies and grated ginger.After 1 minutes add chilli powder, coriander powder and (add spices to adjust your taste) cook till the oil starts separating from the mixture.Now add cooked lentils and simmer for 12 to 15 minutes. Add garam masala, cream and 1 tablespoon butter (if lentils will thicken after some time so make sure to add enough warm water for cooking).Cook for another 5 minutes. Now creamy Makhani daal is ready to serve.Garnish with fresh cream & butter and serve hot. Serve Creamy Dal Makhani with Jeera Rice and Tawa Parathas for a delicious meal.",10,55,5,High Protein Vegetarian,Lunch,150,6.0,18.0,8.0
organized_food/dal_tadka/4a9a0676c4.jpg,dal_tadka,Moong Dal Tadka Recipe – Moong Dal Tadka (Recipe In Hindi),"1-1/2 cup yellow moong dal, 4 tomatoes, 2 inches ginger, 4 green chillies, 1 teaspoon red chilli powder, 2 teaspoons cumin powder, 2 teaspoons coriander powder, 2 teaspoons turmeric powder, 1 teaspoon cumin, salt - as per taste, water - as per use, oil - as per use, 2 tablespoons ghee, 2 teaspoons cumin, 1 teaspoon red chilli powder.","To make Moong Dal Tadka, first put tomatoes, ginger, green chillies in a blender and make a paste. Keep it separately. Now heat 1 tablespoon oil in a pan. Add cumin seeds in it and let it cook for 30 seconds. Now add tomato, ginger and green chilli paste in it. After cooking for 5 minutes, add turmeric powder, red chili powder, cumin powder, coriander powder and salt. Cook it for 5 minutes and then add dal. Let it cook for 2 minutes. Now add 1-1/2 cups of water, mix and let it cook for 20 to 30 minutes.  Kept looking in between. If water is needed then add it and mix. Cook till the dal is cooked. Now heat 2 tablespoons of ghee in a tadka pan. Add cumin and red chilli powder to it and mix for 30 seconds. Add this tempering to the dal and mix. Serve. Serve Moong Dal Tadka with Sev Tomato Sabzi and Phulka for lunch.",10,70,5,High Protein Vegetarian,Lunch,125,6.8,18.0,4.5
organized_food/dharwad_pedha/6e37ad311d.jpg,dharwad_pedha,Dharwad Peda Recipe,"2 liter Milk,2 cups Milk,2 tablespoon Lemon juice - or curd,6 tablespoon Ghee,3/4 cup Sugar,5 tablespoon Sugar - for dusting","To begin making the Dharwad Peda Recipe, heat milk in a saucepan on a medium heat. Once it comes to a boil add the lemon juice and mix till the milk curdles.You will have to separate the curdled cheese from the whey, so drain it over a muslin cloth or a strainer and squeeze out all the water.Transfer the squeezed cheese onto a kadai with 3 tablespoons ghee over a medium heat, by using a spatula start breaking the cheese and create a crumbly texture.Once that is done, add the sugar and 1 cup milk and combine till the sugar dissolves. Switch off the heat and allow it to cool down. Blitz it in a grinder to a smooth creamy paste.Add this paste on to a kadai and keep it over a medium heat. Keep stirring till the water evaporates and you are left with a thick batter without any lumps. Keep stirring and after sometime it will become grainy again, add the left over ghee and keep mixing till the mixture turns medium brown.If you feel that the mixture is too grainy, keep adding milk little by little and combine.Do until the mixture turns brown, cool it down and blitz it with little reserved milk (2 tablespoon milk) to a smooth mixture.Take a small amount of the peda and shape them into desired shapes and coat it with powdered sugar. Do the same for the rest.Serve the Dharwad Peda Recipe as a festive dessert along with other desserts like Churma Laddu With Coconut to enjoy it with your family and children.",0,120,5,Vegetarian,Dessert,400,8.0,50.0,18.0
organized_food/doodhpak/5e9b4d5687.jpg,doodhpak,Kesar Malai Doodh Recipe,"1 liter Milk,1 teaspoon Cardamom Powder (Elaichi),10 Saffron strands,2 tablespoons Cashew nuts - powdered,3 tablespoon Sugar,Saffron strands - as required for garnishing,Dried rose petals - as required for garnishing,Dry Fruits - silver","To begin making the Kesar Malai Doodh Recipe, heat milk in a heavy bottom pan and add saffron strands, cardamom powder and cashew nut powder into the milk.When the milk comes to a rolling boil, turn the heat to low and simmer the milk for 3-4 minutes.Turn off the heat and allow the cream collect on top of the boiled milk.Gently remove the cream and store it in a container.Heat the milk again and simmer for another 3-4 minutes.Again turn off the heat and allow the cream collect on top. Once again remove the cream and add it into the previous cream. Repeat this process 2-3 times.To serve the Kesar Malai Doodh, pour the milk from a little height into a tall steel glass and spoon the collected cream over the milk. Garnish with saffron strands, dried rose petals and dry fruits slivers. Serve hot.Serve Kesar Malai Doodh during winter evenings with a side of Jalebis for a tasty treat. This is a famous dessert, especialyy in Rajasthan, Gujarat and Punjab and is also served in weddings during winters.",10,120,5,Vegetarian,Snack,180,5.0,25.0,7.0
organized_food/double_ka_meetha/9c928f4aac.jpg,double_ka_meetha,Double Ka Meetha Recipe With Mixed Nuts Rabri,"500 ml Milk,6 Whole Wheat Brown Bread,1/4 cup Sugar,1/2 cup Water,1/4 teaspoon Cardamom Powder (Elaichi),1 tablespoon Cashew nuts - finely chopped,1 tablespoon Badam (Almond) - finely chopped,1 tablespoon Pistachios - finely chopped,Saffron strands - few,1/2 teaspoon Rose water,Ghee - for shallow frying","To prepare Double Ka Meetha Recipe With Mixed Nuts Rabri, trim the edges of bread slices and cut each slice into 4 triangles (if the bread slices are bigger) or 2 triangles (if the bread slices are smaller). Keep aside.Now prepare the sugar syrup by boiling water and sugar on medium flame till 1 string consistency. Then turn off the flame, add rose water, give a quick stir and keep aside.Pour milk in a heavy deep bottom pan, boil on low-medium flame until reduced to half. Keep stirring constantly to avoid charring of milk. Add cardamom powder along with saffron, stir well. Turn off the flame and keep aside to cool.On a nonstick tawa, shallow fry the triangular bread slices with ghee till brownish in color and crisp.Dip each bread slices into the sugar syrup and arrange on a serving plate.Pour the thickened milk (rabri) over the bread slices. Sprinkle finely chopped nuts and few saffrons over the rabri. Serve this delicious Double Ka Meetha Recipe With Mixed Nuts Rabri chilled or warm!",10,40,5,Vegetarian,Dessert,350,5.0,55.0,14.0
organized_food/dum_aloo/30c7d7634d.jpg,dum_aloo,Aloo Dum (Recipe in Hindi),2 Green chilli – chopped,"To make Aloo Dum, first put onion, ginger, green chilli and garlic in a mixer grinder. Grind and keep aside. Heat oil in a pan. Add boiled potatoes, turmeric powder, salt and cook until the potatoes turn golden. Keep it separately. Put 2 tablespoons of oil in the same pan. Add onion, ginger and garlic paste in it. Let it cook for 4 to 5 minutes. After 5 minutes add cinnamon, cardamom, cloves and bay leaves. Let it cook for 2 minutes. Now add 1 cup tomato puree, turmeric powder, coriander powder and garam masala powder. Mix everything well. After this add curd to it, mix and mix well. After 1 minute add sugar, salt and potatoes. Cover the pan and cook for 3 minutes. After cooking, turn off the gas and garnish with green coriander. Serve Aloo Dum with Boondi Raita and Puri for breakfast.",20,40,5,Vegetarian,Side Dish,150,2.5,20.0,7.0
organized_food/gajar_ka_halwa/21bf3d2c8b.jpg,gajar_ka_halwa,Carrot Halwa Recipe - Gajar Ka Halwa (Recipe In Hindi),"500 grams carrot - grate, 1/2 cup ghee - or butter, 3 cup milk, 3/4 cup sugar, 1 teaspoon cardamom powder, 10 almonds - coarsely chop.","To make Carrot Halwa, first prepare all the ingredients and keep them aside. Now heat ghee in a pan. Add grated carrots to it and cook until soft.  After it becomes soft, add milk to it and cook on medium flame. Let this mixture boil. Let it cook till the milk evaporates. After this add sugar, cardamom and almonds in it. Keep mixing the halwa until the sugar dissolves well. Once done, turn off the gas and serve hot. Serve Carrot Halwa for dessert after your meal.",15,60,5,Vegetarian,Dessert,230,4.0,30.0,11.0
organized_food/gavvalu/5ff2002ba0.jpg,gavvalu,Andhra Style Davva Aava koora Recipe (Sweet and Spicy Banana Stem Peanut Curry Recipe),"300 grams Banana Stem - cut into small diced and soaked in butter milk,1 cup Raw Peanuts (Moongphali),1/2 cup Pearl onions (Sambar Onions) - finely chopped,3 cloves Garlic - smashed,1 cup Tomato - cut into small pieces,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Sambar Powder,1 teaspoon Sugar,1 Bay leaf (tej patta) - torn,1 sprig Curry leaves - roughly torn,1 teaspoon Mustard seeds,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Sunflower Oil,Salt - to taste,1 teaspoon White Urad Dal (Split),1 teaspoon Chana dal (Bengal Gram Dal),1 Dry Red Chilli,2 sprig Coriander (Dhania) Leaves","We begin making the Andhra Style Davva Aava koora Recipe (Sweet and Spicy Banana Stem Peanut Curry Recipe) by heating the pressure cooker with oil, roast the bay leaf and splutter the mustard seeds and fenugreek seeds.Then add the curry leaves, add in the smashed garlic, add the small onions and saute till it is translucent.Once done you can add the chopped tomatoes and saute till it is smashed. Add all the spice powders and sugar give it a toss.Finally add the banana stem and peanuts inside the pressure cooker with 1 cup water for about 2 whistle. Release the pressure naturally.In order to temper, heat a small skillet and splutter urad dal, channa dal and dry red chilli and add it to the gravy and give it a stir. Serve the Andhra Style Davva Aava koora Recipe (Sweet and Spicy Banana Stem Peanut Curry Recipe) with steam rice or with Chapathi to enjoy your Lunch meal.",15,30,5,Vegetarian,Main Course,420,5.0,65.0,15.0
organized_food/ghevar/8f52854785.jpg,ghevar,Rajasthani Ghevar Recipe,"1-1/2 cups All Purpose Flour (Maida),1/2 cup Ghee - more to fry,1/2 cup Milk,1-1/2 cups Water,1 teaspoon Turmeric powder (Haldi),1-1/2 cups Sugar,1 cup Water","To begin making the Rajasthani Ghevar Recipe, get all the ingredients ready. Pour ghee and cold milk in a bowl and whisk it well. You can even use a hand blender to do the same.Blend it till ghee and milk emulsify into a smooth mixture and do not separate. Sieve the maida and add into the mixture above and whisk again.Make sure that no lumps and the batter is smooth. Add turmeric powder for colour and add water little at a time and mix it well into a smooth and pouring consistency.The consistency of the batter should be one string (such that if we drop the batter from the spoon, then it should fall like a string).Heat ghee in a deep frying pan. The quantity of ghee should be half of the density of the vessel. Heat it on high flame till the ghee gets very hot. Check the right temperature by dropping a small amount of the batter and see if it immediately comes up without any delay.Pour batter into the ghee to make a big circle depending on the how thick ghevar you want to make. I used two spoonsful of batter. Pour the batter slowly in one continuous thin stream in the centre of the pan.Bubbles start spluttering all over the surface of oil. Let the foam settle down. If the centre point is totally covered , then use ladle to make little space in the centre and keep on pouring the batter.Take 1- 2 min interval between pouring of batter.Turn the heat to low once you have poured batter into the ghee. Let it fry until it turns light brown in color.Once the ghevar has turned to brown in color, means it is cooked now. Take out the ghevar in a plate lined with tissue paper. A beautiful net shape would have formed.To prepare sugar syrup:Add water and sugar to saucepan. Bring them to boil with occasional stirring. After the boil, heat it on low flame for 5-6 minutes till you get a one-string consistency. Now dip the ghevar into the sugar syrup for 1 to 2 min and take it out. Keep the ghevar dipped in the syrup on a plate and tilt it, so that any excess syrup gets drained.Your delicious Rajasthani Ghevar recipe is ready. Garnish the Ghevar with nuts to make it more tempting.Serve Rajasthani Ghevar Recipe after a festive meal of Aloo Tamatar Ki Sabzi, Ajwain Puri and Boondi Raita.",15,30,5,Vegetarian,Snack,450,4.0,60.0,22.0
organized_food/gulab_jamun/06b493f201.jpg,gulab_jamun,Shakarkandi Ke Gulab Jamun Recipe (Sweet Potato Gulab Jamun),"2 cups Sweet Potato - mashed,2 tablespoons All Purpose Flour (Maida),1/2 teaspoon Cardamom Powder (Elaichi),1 pinch Salt,2-3 tablespoons Sugar,2 cups Ghee - or oil,1 cup Water,2 cups Sugar,2-3 drops Rose water,4-5 Saffron strands","To begin making the Shakarkandi Ke Gulab Jamun recipe, boil sweet potatoes in a pressure cooker, peel and mash them well with fork or with your hands.Collect mashed sweet potatoes in a mixing bowl and add all purpose flour and salt and mix well. Knead to make a soft and smooth dough.Now pinch a lemon sized ball from the dough, flatten it slightly and add around 1/4 teaspoon of sugar in the centre, close and roll to make a smooth ball.Similarly make 12 to 15 balls from the rest of the dough and keep aside.Meanwhile make the sugar syrup. Take sugar and water in a kadhai and boil till sugar dissolves.Add rose water and saffron into it and boil for another 4 to 5 minutes. No need to make 1 string syrup.Collect the syrup in a separate bowl and keep aside.Heat ghee/oil in a wok/kadai and once the oil is hot, simmer the gas and carefully drop in the dough balls.Fry the jamuns till deep golden in colour from all the sides.Collect the fried jamuns and drop them in the sugar syrup and let them soak well. Serve Shakarkandi Ke Gulab Jamun hot/warm or cold.",10,40,5,Vegetarian,Dessert,320,3.4,42.0,14.5
organized_food/imarti/0f3f18e961.jpg,imarti,Baked Pasta Recipe With Spinach And Artichoke,"200 grams Penne pasta,1/8 cup Butter,1/4 cup Black olives,2 Spinach - bunches,5 - 6 Artichokes - roughly chopped,2 teaspoon Extra Virgin Olive Oil,1 Onion - finely chopped,2 cloves Garlic - grated,1/8 cup All Purpose Flour (Maida),1 cup Milk,50 grams Feta Cheese - or any other soft cheese,1/2 teaspoon Dried oregano,Salt and Pepper - to taste","To begin making Baked pasta with Spinach and Artichoke, grease a small-size square baking dish. Preheat oven to 200 degree Celsius.Set a large pot of water to boil with enough salt added. Cook pasta as per package instructions, cook the pasta till al-dente stage. Overcooked pasta might turn mushy while baking. Drain in a colander and set aside until required.Heat butter in a saucepan over medium heat. Add chopped onion and garlic, cook till it turn soft but not brown. Next add the flour and cook stirring constantly for a minute.Slowly pour in milk whisking continuously over medium heat and bring the mixture to boil. Reduce the heat to low and stir consistently until the sauce thickens this might take approx 5 minutes. Turn off the heatWhisk in cheese to the mixture. Now layer the cooked pasta in the greased baking dish. Pour the sauce over the pasta. Add the chopped olives, spinach and artichoke. Season with salt, pepper and oregano. Bake for 20 to 25 minutes, until the sauce bubbles and the light brown crust is formed on top. Let the pasta cool down for few seconds before serving. Serve Baked Pasta with Spinach and Artichoke warm along with toasted Rustic Rosemary Garlic Zucchini Bread for the dinner.",15,60,5,Vegetarian,Dinner,400,4.0,65.0,14.0
organized_food/jalebi/c88031897b.jpg,jalebi,Apple Jalebi Recipe,"2 Apples - (adjust),1 cup All Purpose Flour (Maida),Sunflower Oil - to deep fry,4 Cardamom (Elaichi) Pods/Seeds,2 tablespoons Curd (Dahi / Yogurt),Pistachios - to garnish,Canned Cherries - to garnsh,1 tablespoon All Purpose Flour (Maida),1 teaspoon Cinnamon Powder (Dalchini),300 grams Sugar,1 cup Water,Saffron strands - a few,Rose water - few drops","To begin making the Apple Jalebi Recipe, in a mixing bowl, add all purpose flour, yogurt and add some water and mix well to make a thick batter. Let it rest for 5 to 6 hours.Make sugar syrup by adding sugar, water, saffron, rose water and green cardamom in a saucepan. Make it little thick (2 strings consistency).Take a plate and add 1 tablespoon all purpose flour, 1 tablespoon cinnamon powder and mix well.Peel the skin of an apple, scoop out the seeds, and cut it into roundels. Coat the apple slices in the flour and cinnamon powder.Next dip the apple slices in the batter and deep fry in the hot oil or ghee over a low flame till they are light golden. Do not dip the fried apples in the sugar syrup for too long,otherwise it would turn soggy. Soak them in syrup for 2 to 3 minutes.Take them out from the syrup and garnish with chopped cherries and pistachios.Serve Apple Jalebi Recipe as a party dessert after a diwali meal of Rajma Galouti Kebab Recipe, Paneer Butter Masala Recipe, Puri Recipe, Jeera Rice (Pulao) Recipe and any Raita of your choice.",10,30,5,Vegetarian,Dessert,330,1.0,60.0,10.0
organized_food/kachori/7f1285c61d.jpg,kachori,Matar Kachori Recipe,"1 cup Whole Wheat Flour,2 tablespoon Ghee,1/4 teaspoon Salt,1 cup Green peas (Matar) - steamed,2 Green Chillies - chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Chaat Masala Powder,2 teaspoon Fennel seeds (Saunf),1/2 teaspoon Kalonji (Onion Nigella Seeds),1/4 teaspoon Turmeric powder (Haldi),2 tablespoon Ghee,Salt - to taste,2 tablespoons Gram flour (besan),Mustard oil - for deep frying","To begin making the Matar Kachori, we will first make the dough. In a mixing bowl, add the flour, ghee and salt. Combine to make a coarse crumb mixture.Add little water at a time to make a soft smooth dough. Cover the kachori dough and allow the dough to rest for 15 minutes. Keep it aside.To make the matar kachori filling, add the green peas,ginger, garlic, green chilli in a blender and blend to make a coarse mixture. Heat a teaspoon of mustard oil in a heavy bottomed pan; add the fennel seeds and kalonji and saute for two seconds.Add the matar kachori mixture, chilli powder, garam masla, amchur powder, chaat masala powder, salt to taste and saute till all the ingredients are well combined.Once done, turn off the heat and allow the matar kachori mixture to cool completely.Finally, to make the Matar Kachori roll the dough into 2 inch circles. Add the kachori mixture in the center and bring edges together & form a ball.Press down to make a disc and make all the kachoris like this. Heat the required oil in a heavy bottomed pan to fry the kachoris. Add the kachoris and fry till they turn golden brown on both sides.Once it is done, take them out on a kitchen towel so that it absorbs the excess oil and serve Matar Kachori hot.Serve this delicious and tasty Matar Kachori with Tamarind Chutney or Dhaniya Pudina Chutney and a hot cup of Masala Chai or your evening snacks, as an Indian appetizer for potluck and as starters for dinner parties.",30,90,5,Vegetarian,Snack,380,7.0,45.0,20.0
organized_food/kadai_paneer/4b092097f1.jpg,kadai_paneer,Kadai Paneer Recipe – Kadai Paneer (Recipe In Hindi),"250 grams paneer, 1 onion - chopped, 1 capsicum (green) - chopped, 1 teaspoon ginger - grate, 2 cloves garlic - finely chopped, 2 tomatoes - chopped, 1 teaspoon cardamom powder, 1 teaspoon turmeric powder, 1 teaspoon cumin powder, 1 teaspoon red chili powder, 1 teaspoon black pepper powder, 1 tablespoon kasuri methi, oil - as per use, 1 tablespoon butter, salt - as per taste.","To make Kadhai Paneer, first heat oil in a pan. Add onion, capsicum, ginger and garlic in it. Cook until onion and capsicum become soft. Now add tomato, turmeric powder, cumin powder, black pepper powder, red chilli powder and let it cook for 3 minutes. After 3 minutes, add butter, salt, cardamom powder and black cardamom and cook for 2 minutes. After 2 minutes add cheese and fenugreek. Cover the pan and let it cook for 3 minutes. Serve hot. Serve Kadhai Paneer with Amritsari Dal, Boondi Raita and Phulka for lunch.",20,30,5,High Protein Vegetarian,Dinner,210,10.0,8.0,16.0
organized_food/kadhi_pakoda/02f4d344b4.jpg,kadhi_pakoda,Methi Pakoda Kadhi Recipe - Punjabi Kadhi Pakora,"1/2 cup Methi Leaves (Fenugreek Leaves) - finely chopped,1 Onion - finely chopped,1 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Enos fruit salt - or baking powder,1 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing) - Asafoetida,Sunflower Oil - for frying the methi pakoras,1 cup Curd (Dahi / Yogurt),3 tablespoons Gram flour (besan),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),Salt - as required,2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 Dry Red Chilli,2 inch Cinnamon Stick (Dalchini),Coriander (Dhania) Leaves - for garnish if required","To begin making Methi Pakoda Kadhi Recipe, first step is to make the pakora.Take a large bowl and mix all the ingredients for the pakoras like - Gram Flour, Red Chili powder, methi leaves, onion, Turmeric powder, Enos Fruits salt, Asafoetida, Salt and Carom seeds. Add little water at a time and make a thick pakora batter. Heat a paniyaram pan, add a few drops of oil into the cavities and spoon small portions of the pakora batter into the cavities and pan fry them until it is brown and crisp on all sides.Once the methi pakoras are done, keep them aside.The next step is to make the Kadhi.In a saucepan add the curd, gram flour, turmeric powder, red chilli powder and turmeric powder and salt. Add 2-1/2 cups of water and mix the kadhi mixture well.Turn the heat to high and keep whisking the kadhi until it becomes smooth and slightly thick.Once the kadhi begins to thicken, turn the heat low and allow the kadhi to simmer for 10 minutes. This simmering process allows the kadhi to get all the flavors.After 10 minutes of simmering, add the pakoras into the kadhi and simmer the pakoras for another 5 to 8 minutes until they become soft.While the Methi Pakoda Kadhi is simmering, heat ghee in a tadka pan; add the cumin seeds, cinnamon stick, and red chillies. Allow them to crackle.Give the Methi Kadhi Pakoda  a taste and adjust the salt and spices accordingly. Once done, transfer the Methi Pakoda Kadhi to a serving bowl.Pour the tadka over the Methi Pakoda Kadhi and give it a swirl and serve hot.Serve the Methi Pakoda Kadhi Recipe along with Multigrain Methi Thepla, Aloo Simla Mirch Ki Sabzi and salad by the side for a delicious lunch or dinner.",10,25,5,Vegetarian,Lunch,160,7.0,15.0,8.0
organized_food/kajjikaya/06ed9ce320.jpg,kajjikaya,South Indian Bajji Recipe - Onion Bajji | Raw Banana Bajji | Potato Bajji,"1 Raw Banana - sliced into 1/4 inch pieces,1 Potato (Aloo) - sliced into 1/4 inch pieces,1 Onion - sliced into 1/4 inch pieces,Sunflower Oil - for deep frying,1 cup Gram flour (besan),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Fennel seeds (Saunf) - crushed,Salt - to taste","To begin making the Vegetable Bajji Recipe (Pakora/Fritters), combine all the ingredients of batter just enough water to form a dip thick enough to thickly coat back of a spoon. Keep aside the batter aside.Heat oil in a wok or kadai for deep frying.Coat each of the sliced/cut vegetables in the gram flour batter and gradually let it into the oil and deep fry until golden brown in color.Drain the Vegetable Bajji (Pakoras) on an absorbent paper and plate it in a platter to serve.Serve the Vegetable Bajji (Pakora) along with Raw Mango & Coconut Chutney Recipe and a cup of coffee as a tea time snack or as an appetizer for parties.",15,25,5,Vegetarian,Snack,380,6.0,55.0,15.0
organized_food/kakinada_khaja/57ed2a34cf.jpg,kakinada_khaja,Oriya Kakharu Phula Bhaja Recipe (Pumpkin Flower Fritters),"12 Pumpkin flowers,4 tablespoons Rice - soaked for at least 30-40 minutes,1 Dry Red Chilli,2 cloves Garlic,2 Green Chilli,3 pinch Chaat Masala Powder - (optional),1/2 teaspoon Cumin seeds (Jeera),1 pinch Turmeric powder (Haldi),Mustard oil - to shallow fry,Salt - as needed,Water - as needed","To prepare Oriya Kakharu Phula Bhaja Recipe (Pumpkin Flower Fritters), firstly soak the rice for 30-40 minutes.Meanwhile, cut out lower part/sepal (which contains a stalk, a bottom and at center a stigma (0.5-1 inch length and yellow in color) of the flower, except the petal.Clean the flowers individually under slow running water and pat dry on a paper napkin. Keep aside.Then grind the soaked rice, garlic, green chili, red chili, cumin seeds in a Blender and make a smooth batter of medium consistency; not very runny though. Add salt, a pinch of turmeric powder and mix well.Heat mustard oil in a nonstick pan/tawa on a medium flame.Now take one flower at a time, dip in batter, shake off excess batter and place on the tawa. Do this step for rest of the flowers.Cook for 2 minutes or till crisp on one side. Then flip and cook the other side by drizzling a little oil.Fry until both sides of the pumpkin flower is crisp.Serve Oriya Kakharu Phula Bhaja Recipe (Pumpkin Flower Fritters) hot with rice and Oriya Style Moong Dalma Recipe or can be sprinkled with chat masala and be served with Masala Chai during evenings.",15,40,5,Vegetarian,Appetizer,450,4.0,65.0,20.0
organized_food/kalakand/0c6c94660d.jpg,kalakand,Mango Kalakand Recipe,"2 Mango (Ripe) - deseeded and peeled,175 grams Paneer (Homemade Cottage Cheese) - crumbled,400 grams Condensed Milk - sweetened,3 Cardamom (Elaichi) Pods/Seeds - crushed,1 tablespoon Fresh coconut - strands for garnishing","To begin making Mango Kalakand recipe, peel the mango, extract the pulp from both the mangoes and discard the seeds. Take a wok/kadai add mango pulp in it and heat on medium flame.Stir it for 5 to 6 minutes till mango pulp is cooked.Now add sweetened condensed milk to it and mix well.Now add crumbled cottage cheese in the mixture.Stir the mix slowly and well for 10 to 15 minutes. When you will find the mixture starts getting little dry and got mixed up properly, switch off the flame. Let it cool for 5 minutes.Now take a greased tray, flat plate or a tray lined with butter paper and pour the mixture in the tray.Pat it down with a flat spatula or spoon to free the mango kalakand from being bubbly with air bubbles.Then take green cardamoms, crush it and sprinkle in on the kalakand.Again with a flat spoon press it gently.Keep Mango Kalakand  in the fridge after bringing it down to room temperature, for 2 to 3 hours to get it set.Take it out and cut Mango kalakand into your desired shapes and sprinkle with dried coconut strands to garnish.Serve Mango Kalakand as a dessert with your part meal of Paneer Pulao With Green Peas, Cauliflower and Vegetable Curry and Tomato Onion Cucumber Raita.",10,190,5,Vegetarian,Dessert,350,10.0,40.0,16.0
organized_food/karela_bharta/40d0f1b071.jpg,karela_bharta,Bharwa Karela Recipe,"5 Karela (Bitter Gourd/ Pavakkai),1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Salt,1 teaspoon Coriander Powder (Dhania),1 teaspoon Mango pickle,Cotton threads - to tie and secure the guards,Sunflower Oil - for deep frying","To begin with Bharwa Karela, firstly peel the Karelas and rinse it off with salt and turmeric to remove the bitterness and let it rest for 15-20 minutes.Now make a vertical cut on each Karela to fill the spicy masala.The next step is to prepare the masala. Take a mixing bowl and add turmeric powder, red chilli powder, cumin seeds, coriander powder, mango pickle, onion and salt. Mix it well.Now fill the dried Karelas with this tangy and spicy filling. After which wrap the Karela using a a cotton thread and secure it well by closing the slit.Heat the oil in a kadhai and once the oil is hot enough, drop the stuffed Karelas into the oil carefully.Fry them till they become brown. Once it is done, remove the thread and place it on a tissue paper to remove the excess oil.Serve Bharwa Karela along with Punjabi Dal Tadka and Boondi Raita for an everyday meal.",10,30,5,Vegetarian,Dinner,90,2.0,10.0,5.0
